source,target,weight,timeset
1,227,1,2011-03-29T03:37:23Z
227,1,1,2011-03-29T03:38:49Z
60,228,1,2011-03-29T23:04:55Z
225,45,1,2011-03-30T01:06:18Z
60,214,2,2011-03-30T02:45:04Z
199,185,1,2011-03-30T19:34:34Z
185,199,1,2011-03-30T19:41:34Z
60,230,1,2011-03-30T21:44:42Z
60,231,1,2011-03-30T22:01:02Z
231,60,1,2011-03-30T22:11:30Z
7,232,3,2011-03-31T11:06:39Z
1,104,1,2011-03-31T19:35:49Z
104,1,2,2011-03-31T19:39:06Z
33,1,8,2011-03-31T21:44:34Z
62,149,1,2011-03-31T23:20:22Z
29,171,1,2011-04-01T00:27:33Z
206,233,1,2011-04-01T00:40:18Z
233,206,1,2011-04-01T00:40:44Z
232,7,2,2011-04-01T03:53:33Z
60,208,3,2011-04-01T18:52:58Z
208,60,3,2011-04-01T19:01:49Z
206,234,1,2011-04-01T21:55:42Z
234,206,1,2011-04-01T22:02:51Z
235,7,5,2011-04-02T11:35:32Z
222,7,2,2011-04-02T20:06:35Z
104,202,3,2011-04-02T23:00:28Z
202,104,3,2011-04-02T23:00:44Z
202,236,1,2011-04-03T08:53:15Z
236,202,1,2011-04-03T09:01:09Z
202,237,1,2011-04-03T10:38:09Z
237,202,10,2011-04-03T10:50:07Z
149,238,1,2011-04-03T20:39:57Z
238,149,1,2011-04-03T20:43:00Z
39,239,1,2011-04-03T21:37:13Z
239,64,1,2011-04-03T21:37:31Z
239,39,1,2011-04-03T21:37:38Z
202,135,2,2011-04-04T06:07:38Z
135,202,2,2011-04-04T06:07:59Z
2,7,5,2011-04-04T06:31:40Z
2,60,5,2011-04-04T06:31:45Z
2,62,8,2011-04-04T06:32:18Z
2,77,2,2011-04-04T06:32:39Z
7,2,5,2011-04-04T06:39:27Z
7,39,5,2011-04-04T06:39:34Z
7,41,5,2011-04-04T06:39:45Z
7,21,5,2011-04-04T06:40:26Z
7,72,2,2011-04-04T06:41:39Z
7,62,6,2011-04-04T06:42:06Z
208,62,1,2011-04-04T07:13:47Z
206,240,1,2011-04-04T07:17:39Z
240,206,2,2011-04-04T07:17:51Z
62,208,1,2011-04-04T07:17:55Z
231,241,1,2011-04-04T17:06:10Z
39,143,2,2011-04-04T17:42:52Z
143,39,2,2011-04-04T17:44:01Z
241,231,1,2011-04-04T18:19:22Z
60,242,6,2011-04-04T19:24:46Z
242,60,6,2011-04-04T19:25:56Z
135,2,1,2011-04-05T03:08:56Z
204,7,1,2011-04-05T03:20:37Z
1,64,3,2011-04-05T03:49:54Z
64,1,3,2011-04-05T03:53:35Z
202,244,1,2011-04-05T10:12:59Z
244,60,2,2011-04-05T10:24:01Z
202,56,1,2011-04-05T12:17:30Z
56,202,1,2011-04-05T12:18:24Z
164,60,5,2011-04-05T13:55:02Z
60,164,5,2011-04-05T13:55:16Z
204,80,1,2011-04-05T14:08:35Z
56,114,1,2011-04-05T14:11:18Z
149,80,5,2011-04-05T15:09:32Z
1,245,1,2011-04-05T15:39:38Z
241,80,3,2011-04-05T17:47:27Z
35,246,1,2011-04-05T18:16:50Z
246,35,1,2011-04-05T18:23:06Z
1,247,1,2011-04-05T22:49:37Z
247,1,1,2011-04-05T22:52:15Z
80,241,3,2011-04-05T23:00:39Z
80,64,1,2011-04-05T23:02:06Z
80,204,1,2011-04-05T23:02:30Z
80,149,5,2011-04-05T23:03:01Z
80,81,8,2011-04-05T23:04:12Z
228,60,2,2011-04-06T02:06:13Z
72,21,1,2011-04-06T06:05:57Z
35,248,2,2011-04-06T09:37:18Z
248,35,2,2011-04-06T09:38:32Z
244,245,2,2011-04-06T13:30:57Z
245,244,2,2011-04-06T13:37:16Z
245,250,1,2011-04-06T15:32:15Z
250,245,1,2011-04-06T15:32:39Z
60,251,1,2011-04-06T16:34:00Z
60,250,3,2011-04-06T16:44:05Z
250,60,3,2011-04-06T16:45:21Z
7,175,2,2011-04-06T17:55:11Z
166,206,1,2011-04-06T19:15:49Z
206,166,1,2011-04-06T19:17:27Z
60,244,4,2011-04-06T20:23:20Z
166,158,1,2011-04-06T23:27:53Z
215,249,1,2011-04-07T00:35:05Z
249,215,1,2011-04-07T00:37:46Z
60,243,5,2011-04-07T19:15:07Z
243,60,6,2011-04-07T19:17:15Z
60,252,1,2011-04-07T19:22:34Z
252,60,1,2011-04-07T19:23:07Z
253,95,1,2011-04-07T21:48:54Z
143,7,5,2011-04-08T04:25:03Z
7,143,4,2011-04-08T04:25:54Z
1,234,1,2011-04-08T04:41:19Z
234,1,1,2011-04-08T04:45:28Z
251,245,1,2011-04-08T07:07:42Z
245,251,1,2011-04-08T07:08:12Z
60,88,2,2011-04-08T16:02:19Z
88,60,4,2011-04-08T16:18:35Z
88,104,3,2011-04-08T16:22:41Z
104,88,3,2011-04-08T18:33:29Z
60,255,1,2011-04-08T18:59:19Z
255,60,1,2011-04-08T19:05:47Z
29,251,2,2011-04-08T19:21:46Z
166,7,3,2011-04-08T19:21:53Z
251,29,2,2011-04-08T19:21:56Z
251,60,5,2011-04-08T19:47:20Z
251,1,5,2011-04-08T19:47:24Z
251,202,5,2011-04-08T19:47:36Z
1,251,2,2011-04-08T19:49:33Z
164,163,1,2011-04-08T20:01:45Z
206,256,1,2011-04-08T20:59:53Z
256,206,1,2011-04-08T21:00:10Z
60,257,10,2011-04-08T21:04:28Z
6,258,1,2011-04-09T04:17:53Z
258,6,1,2011-04-09T04:21:11Z
64,219,1,2011-04-09T04:30:06Z
258,259,1,2011-04-09T07:14:37Z
259,258,2,2011-04-09T07:44:58Z
1,260,1,2011-04-10T15:30:30Z
7,260,4,2011-04-10T15:35:55Z
1,261,1,2011-04-10T16:38:19Z
261,1,1,2011-04-10T17:00:56Z
202,158,1,2011-04-11T00:40:53Z
256,153,1,2011-04-11T04:11:26Z
202,240,2,2011-04-11T04:42:59Z
240,202,2,2011-04-11T04:43:19Z
244,113,1,2011-04-11T14:01:18Z
244,114,1,2011-04-11T15:06:43Z
207,262,1,2011-04-11T17:44:25Z
262,207,1,2011-04-11T17:45:28Z
23,263,2,2011-04-11T23:50:07Z
60,264,4,2011-04-12T14:04:19Z
60,265,4,2011-04-12T14:15:03Z
265,60,4,2011-04-12T14:30:15Z
149,266,1,2011-04-12T20:17:25Z
266,149,1,2011-04-12T20:17:45Z
35,267,1,2011-04-12T20:19:44Z
267,35,1,2011-04-12T20:19:54Z
202,141,1,2011-04-12T20:46:46Z
141,202,1,2011-04-12T20:47:17Z
6,268,3,2011-04-12T22:51:48Z
266,60,5,2011-04-12T22:52:48Z
229,215,1,2011-04-12T23:56:57Z
215,229,1,2011-04-12T23:56:59Z
141,41,1,2011-04-13T01:44:53Z
242,141,1,2011-04-13T01:46:01Z
141,242,1,2011-04-13T01:46:25Z
215,221,2,2011-04-13T01:56:34Z
268,6,3,2011-04-13T01:58:09Z
221,215,2,2011-04-13T02:15:15Z
221,269,1,2011-04-13T02:15:23Z
269,221,1,2011-04-13T02:19:04Z
269,3,1,2011-04-13T02:27:56Z
41,141,1,2011-04-13T03:44:49Z
60,269,1,2011-04-13T15:12:03Z
153,7,1,2011-04-13T16:54:31Z
249,167,1,2011-04-13T19:17:31Z
221,171,1,2011-04-13T20:13:36Z
1,109,1,2011-04-13T21:19:29Z
202,230,1,2011-04-14T00:20:32Z
171,221,1,2011-04-14T01:42:44Z
171,235,2,2011-04-14T02:13:40Z
235,171,1,2011-04-14T02:25:39Z
64,7,3,2011-04-14T03:10:31Z
177,1,4,2011-04-14T03:42:47Z
60,77,4,2011-04-14T14:21:27Z
149,25,10,2011-04-14T14:30:27Z
1,271,1,2011-04-14T17:08:44Z
271,1,1,2011-04-14T17:08:57Z
221,272,1,2011-04-14T20:58:26Z
272,221,1,2011-04-14T20:59:48Z
202,153,4,2011-04-14T21:45:43Z
60,261,2,2011-04-14T21:53:52Z
261,60,2,2011-04-14T21:56:16Z
60,273,2,2011-04-14T22:00:20Z
23,231,1,2011-04-14T22:32:02Z
7,243,4,2011-04-14T23:35:19Z
230,202,2,2011-04-15T00:03:52Z
144,78,5,2011-04-15T04:43:45Z
144,153,1,2011-04-15T04:44:12Z
269,7,1,2011-04-15T05:25:51Z
7,269,1,2011-04-15T05:32:12Z
1,274,1,2011-04-15T05:59:49Z
274,1,1,2011-04-15T06:00:00Z
141,1,2,2011-04-15T15:24:51Z
1,141,1,2011-04-15T15:31:03Z
141,273,1,2011-04-15T15:34:20Z
141,275,1,2011-04-15T15:35:16Z
60,276,3,2011-04-15T15:51:03Z
276,60,3,2011-04-15T15:52:07Z
141,256,1,2011-04-15T15:56:56Z
270,277,1,2011-04-15T16:10:00Z
256,141,1,2011-04-15T16:32:57Z
277,270,1,2011-04-15T17:18:29Z
202,127,1,2011-04-15T17:27:34Z
167,249,1,2011-04-15T19:32:29Z
275,141,1,2011-04-15T21:27:35Z
221,202,4,2011-04-15T21:54:22Z
202,221,4,2011-04-15T21:56:53Z
221,64,1,2011-04-15T22:25:49Z
206,221,1,2011-04-16T01:24:30Z
221,206,1,2011-04-16T01:52:54Z
273,60,3,2011-04-16T02:17:30Z
60,279,2,2011-04-16T03:14:00Z
219,64,5,2011-04-16T03:14:32Z
219,109,1,2011-04-16T03:15:31Z
219,21,5,2011-04-16T03:20:30Z
279,60,8,2011-04-16T03:25:31Z
202,278,3,2011-04-16T04:35:20Z
278,202,3,2011-04-16T04:36:26Z
206,29,1,2011-04-16T05:44:10Z
29,206,1,2011-04-16T05:44:35Z
280,281,1,2011-04-16T05:54:17Z
206,282,1,2011-04-16T05:54:45Z
242,274,1,2011-04-16T06:00:33Z
282,206,1,2011-04-16T06:01:03Z
283,284,10,2011-04-16T12:57:39Z
7,240,2,2011-04-16T16:07:05Z
7,285,1,2011-04-16T18:20:23Z
202,286,1,2011-04-16T18:20:44Z
286,202,1,2011-04-16T18:21:21Z
256,287,1,2011-04-16T21:46:11Z
287,256,1,2011-04-16T21:56:47Z
202,288,1,2011-04-16T23:09:44Z
288,202,1,2011-04-16T23:13:31Z
257,265,4,2011-04-17T06:20:07Z
257,242,5,2011-04-17T06:20:10Z
257,104,5,2011-04-17T06:20:13Z
257,60,5,2011-04-17T06:20:21Z
202,134,2,2011-04-17T06:25:42Z
134,202,1,2011-04-17T06:47:06Z
37,219,2,2011-04-17T15:54:25Z
219,37,2,2011-04-17T15:54:37Z
290,215,1,2011-04-17T18:23:02Z
215,290,1,2011-04-17T18:23:41Z
284,283,10,2011-04-17T18:24:26Z
245,291,1,2011-04-17T18:53:18Z
291,245,1,2011-04-17T18:53:42Z
292,202,1,2011-04-17T21:40:03Z
217,149,1,2011-04-17T22:41:24Z
149,217,1,2011-04-17T22:43:31Z
224,257,4,2011-04-17T22:52:10Z
224,60,5,2011-04-17T22:53:38Z
224,144,1,2011-04-17T23:01:12Z
144,224,1,2011-04-17T23:05:06Z
224,171,1,2011-04-17T23:39:13Z
171,224,1,2011-04-17T23:43:44Z
135,293,1,2011-04-17T23:59:43Z
21,60,5,2011-04-18T00:17:06Z
199,104,1,2011-04-18T01:40:59Z
7,294,1,2011-04-18T03:57:34Z
294,7,1,2011-04-18T04:02:02Z
293,204,1,2011-04-18T07:55:01Z
204,293,1,2011-04-18T07:56:38Z
231,28,1,2011-04-18T08:16:26Z
274,295,2,2011-04-18T08:28:00Z
295,274,2,2011-04-18T08:34:08Z
202,292,1,2011-04-18T10:13:33Z
249,64,1,2011-04-18T14:14:06Z
230,101,2,2011-04-18T19:14:00Z
1,296,1,2011-04-18T21:17:41Z
64,249,1,2011-04-18T23:21:26Z
229,297,1,2011-04-18T23:21:38Z
297,229,1,2011-04-18T23:21:45Z
4,282,2,2011-04-19T01:08:32Z
282,4,2,2011-04-19T01:17:19Z
298,299,1,2011-04-19T05:47:51Z
299,298,1,2011-04-19T05:48:28Z
257,29,5,2011-04-19T07:23:07Z
271,202,1,2011-04-19T09:29:37Z
202,271,1,2011-04-19T09:29:47Z
272,7,2,2011-04-19T22:18:54Z
7,272,2,2011-04-19T22:19:10Z
37,301,1,2011-04-19T22:40:01Z
301,37,1,2011-04-19T22:40:05Z
60,299,2,2011-04-19T22:46:31Z
299,60,3,2011-04-19T22:48:47Z
29,302,1,2011-04-19T23:37:42Z
135,303,1,2011-04-19T23:48:13Z
303,135,1,2011-04-19T23:49:35Z
64,301,1,2011-04-19T23:54:53Z
301,64,1,2011-04-19T23:54:55Z
214,60,3,2011-04-19T23:56:11Z
29,304,1,2011-04-20T00:18:54Z
304,29,1,2011-04-20T00:22:48Z
7,254,1,2011-04-20T01:37:37Z
254,7,1,2011-04-20T01:38:14Z
17,254,1,2011-04-20T01:52:38Z
7,135,2,2011-04-20T03:19:27Z
284,21,1,2011-04-20T05:41:35Z
282,305,1,2011-04-20T06:16:36Z
305,282,1,2011-04-20T06:17:17Z
282,306,1,2011-04-20T06:49:33Z
306,282,1,2011-04-20T06:49:50Z
60,229,2,2011-04-20T22:35:20Z
229,60,2,2011-04-20T22:35:35Z
144,282,1,2011-04-20T23:39:11Z
282,144,1,2011-04-20T23:41:16Z
206,307,1,2011-04-21T00:15:10Z
39,308,2,2011-04-21T00:30:04Z
307,206,1,2011-04-21T01:11:26Z
1,180,1,2011-04-21T03:26:26Z
180,1,1,2011-04-21T03:26:44Z
235,20,1,2011-04-21T03:39:30Z
29,198,1,2011-04-21T04:20:02Z
198,29,1,2011-04-21T04:20:14Z
198,60,2,2011-04-21T04:30:08Z
29,274,2,2011-04-21T04:44:56Z
280,29,1,2011-04-21T04:45:03Z
274,29,2,2011-04-21T04:45:07Z
29,280,1,2011-04-21T04:45:08Z
202,206,3,2011-04-21T04:47:18Z
206,202,3,2011-04-21T04:47:28Z
274,204,1,2011-04-21T09:16:28Z
204,274,1,2011-04-21T09:17:00Z
204,186,2,2011-04-21T12:08:24Z
186,204,2,2011-04-21T12:10:33Z
7,266,2,2011-04-21T13:19:47Z
60,223,7,2011-04-21T14:39:58Z
257,279,4,2011-04-21T17:23:12Z
15,167,1,2011-04-21T20:07:12Z
167,15,1,2011-04-21T20:09:21Z
171,309,1,2011-04-21T20:11:13Z
309,171,1,2011-04-21T20:11:32Z
310,282,1,2011-04-21T22:23:01Z
257,274,5,2011-04-22T02:23:12Z
28,231,1,2011-04-22T04:51:26Z
202,204,2,2011-04-22T10:02:38Z
204,202,2,2011-04-22T10:05:27Z
21,308,6,2011-04-22T14:40:11Z
1,311,1,2011-04-22T15:29:19Z
311,1,1,2011-04-22T15:32:13Z
1,312,1,2011-04-22T15:35:11Z
312,1,1,2011-04-22T15:37:25Z
60,312,4,2011-04-22T15:58:17Z
312,60,2,2011-04-22T16:13:38Z
206,273,2,2011-04-22T19:11:26Z
273,206,2,2011-04-22T19:14:31Z
304,93,1,2011-04-23T03:59:27Z
93,304,1,2011-04-23T04:01:24Z
93,62,3,2011-04-23T04:07:30Z
312,221,1,2011-04-23T05:17:47Z
21,93,8,2011-04-23T06:42:05Z
93,21,8,2011-04-23T06:42:21Z
7,314,2,2011-04-23T07:40:57Z
257,314,4,2011-04-23T08:23:13Z
7,249,1,2011-04-23T10:05:19Z
314,257,4,2011-04-23T11:56:24Z
274,108,1,2011-04-23T12:17:32Z
254,17,2,2011-04-23T17:17:16Z
41,233,2,2011-04-23T18:30:04Z
45,313,1,2011-04-23T22:53:58Z
45,315,1,2011-04-24T01:11:08Z
60,202,3,2011-04-24T03:57:09Z
64,316,1,2011-04-24T04:09:21Z
316,64,1,2011-04-24T04:09:37Z
316,274,1,2011-04-24T04:10:42Z
64,317,1,2011-04-24T04:20:19Z
317,64,1,2011-04-24T04:23:19Z
45,318,1,2011-04-24T05:25:27Z
318,45,1,2011-04-24T05:26:02Z
319,284,1,2011-04-24T06:52:51Z
76,110,3,2011-04-24T06:52:52Z
257,275,4,2011-04-24T08:23:09Z
312,62,1,2011-04-24T10:27:41Z
62,312,1,2011-04-24T10:28:31Z
313,45,10,2011-04-24T11:21:22Z
284,319,1,2011-04-24T17:20:39Z
320,60,1,2011-04-24T19:31:30Z
240,7,4,2011-04-24T20:24:57Z
214,221,1,2011-04-24T21:29:55Z
221,214,1,2011-04-24T21:29:57Z
108,7,1,2011-04-24T22:18:04Z
7,108,1,2011-04-24T22:21:07Z
202,322,1,2011-04-24T22:37:53Z
322,202,1,2011-04-24T22:38:57Z
314,7,4,2011-04-24T22:48:40Z
249,323,1,2011-04-24T22:49:51Z
323,249,1,2011-04-24T22:51:18Z
215,324,1,2011-04-25T00:40:43Z
7,219,1,2011-04-25T00:46:10Z
219,7,2,2011-04-25T00:46:14Z
7,228,1,2011-04-25T00:47:09Z
228,7,1,2011-04-25T00:57:54Z
324,215,1,2011-04-25T01:08:49Z
62,304,1,2011-04-25T01:47:13Z
304,62,1,2011-04-25T01:47:33Z
62,325,1,2011-04-25T03:26:00Z
62,202,2,2011-04-25T03:29:48Z
202,62,4,2011-04-25T03:31:40Z
7,326,1,2011-04-25T03:38:13Z
326,7,1,2011-04-25T03:38:37Z
62,285,1,2011-04-25T03:52:40Z
285,62,1,2011-04-25T03:52:58Z
57,7,8,2011-04-25T04:24:12Z
321,274,2,2011-04-25T04:24:16Z
274,321,2,2011-04-25T04:25:02Z
274,327,1,2011-04-25T07:32:55Z
327,274,1,2011-04-25T07:33:47Z
29,328,1,2011-04-25T09:53:58Z
328,29,1,2011-04-25T09:59:23Z
322,329,1,2011-04-25T13:37:18Z
329,322,1,2011-04-25T13:44:14Z
199,219,1,2011-04-25T13:54:35Z
313,135,1,2011-04-25T14:00:39Z
321,202,3,2011-04-25T17:02:19Z
202,321,3,2011-04-25T17:02:48Z
239,28,1,2011-04-25T17:16:16Z
7,296,4,2011-04-25T18:08:34Z
257,334,3,2011-04-25T20:23:07Z
257,338,5,2011-04-25T20:23:12Z
321,345,1,2011-04-25T22:34:29Z
345,321,1,2011-04-25T22:35:11Z
345,346,1,2011-04-25T22:38:39Z
202,289,2,2011-04-25T23:00:22Z
289,202,2,2011-04-25T23:00:31Z
29,347,1,2011-04-25T23:09:04Z
29,186,1,2011-04-25T23:24:20Z
186,29,1,2011-04-25T23:37:30Z
296,7,5,2011-04-26T03:01:26Z
308,39,4,2011-04-26T03:53:49Z
308,21,3,2011-04-26T03:53:59Z
308,1,3,2011-04-26T03:59:38Z
214,202,1,2011-04-26T05:43:47Z
202,214,1,2011-04-26T05:52:28Z
101,315,-10,2011-04-26T07:36:30Z
257,268,6,2011-04-26T09:23:21Z
249,349,1,2011-04-26T12:49:38Z
349,249,5,2011-04-26T12:58:36Z
257,283,3,2011-04-26T14:23:13Z
340,60,6,2011-04-26T17:14:32Z
257,336,3,2011-04-26T17:23:11Z
35,251,1,2011-04-26T19:12:47Z
251,35,1,2011-04-26T19:14:03Z
239,219,1,2011-04-26T19:31:02Z
219,239,1,2011-04-26T19:35:51Z
266,350,2,2011-04-26T20:04:56Z
350,266,2,2011-04-26T20:04:59Z
7,4,4,2011-04-26T20:08:43Z
60,340,1,2011-04-26T21:38:17Z
60,21,1,2011-04-26T21:38:41Z
324,204,1,2011-04-26T23:10:28Z
346,345,1,2011-04-27T00:05:52Z
321,215,1,2011-04-27T00:28:57Z
215,321,1,2011-04-27T00:30:06Z
62,293,3,2011-04-27T03:44:42Z
293,62,3,2011-04-27T03:57:39Z
202,7,5,2011-04-27T04:50:12Z
202,251,2,2011-04-27T04:55:44Z
352,4,1,2011-04-27T04:57:40Z
7,202,4,2011-04-27T05:21:31Z
353,144,1,2011-04-27T05:48:51Z
144,353,1,2011-04-27T05:49:45Z
7,354,1,2011-04-27T10:34:00Z
354,7,1,2011-04-27T10:54:19Z
64,353,1,2011-04-27T12:48:33Z
141,285,1,2011-04-27T16:37:01Z
350,353,2,2011-04-27T18:00:07Z
353,350,2,2011-04-27T18:00:24Z
135,355,1,2011-04-27T19:27:43Z
355,135,1,2011-04-27T19:28:51Z
202,356,1,2011-04-27T20:45:12Z
356,202,1,2011-04-27T20:46:14Z
310,7,5,2011-04-27T21:00:48Z
41,357,2,2011-04-27T21:05:19Z
285,141,1,2011-04-27T21:37:09Z
324,202,1,2011-04-27T22:05:21Z
202,324,1,2011-04-27T22:06:00Z
304,1,1,2011-04-28T02:51:48Z
353,304,1,2011-04-28T06:19:42Z
304,353,1,2011-04-28T06:19:52Z
257,359,5,2011-04-28T06:23:25Z
257,21,5,2011-04-28T07:23:18Z
346,257,1,2011-04-28T08:38:13Z
204,324,1,2011-04-28T09:51:18Z
60,254,3,2011-04-28T14:48:38Z
339,60,3,2011-04-28T15:11:00Z
1,139,2,2011-04-28T15:24:47Z
139,202,1,2011-04-28T15:33:52Z
202,139,1,2011-04-28T15:34:29Z
139,1,2,2011-04-28T15:46:02Z
219,359,1,2011-04-28T16:20:16Z
359,257,3,2011-04-28T16:22:36Z
257,244,5,2011-04-28T16:23:16Z
359,60,3,2011-04-28T16:24:11Z
270,135,1,2011-04-28T16:55:54Z
135,270,1,2011-04-28T16:57:16Z
37,93,2,2011-04-28T18:00:58Z
285,360,3,2011-04-28T18:18:21Z
285,7,2,2011-04-28T19:00:32Z
7,134,3,2011-04-28T21:07:30Z
288,307,1,2011-04-28T23:25:13Z
202,4,7,2011-04-28T23:44:54Z
324,1,1,2011-04-28T23:48:10Z
1,324,1,2011-04-28T23:48:13Z
144,366,1,2011-04-29T01:24:27Z
249,367,1,2011-04-29T01:49:24Z
367,249,1,2011-04-29T02:10:50Z
7,368,1,2011-04-29T02:20:29Z
368,7,1,2011-04-29T02:25:28Z
254,60,3,2011-04-29T02:39:50Z
39,298,3,2011-04-29T04:12:57Z
298,39,3,2011-04-29T04:13:38Z
325,62,2,2011-04-29T04:14:04Z
358,7,3,2011-04-29T04:16:18Z
358,202,3,2011-04-29T04:16:36Z
202,358,3,2011-04-29T04:20:47Z
228,293,1,2011-04-29T04:59:36Z
249,62,1,2011-04-29T13:14:30Z
62,249,1,2011-04-29T13:14:46Z
356,370,1,2011-04-29T15:07:44Z
370,356,1,2011-04-29T15:12:42Z
249,371,1,2011-04-29T15:26:29Z
371,249,1,2011-04-29T15:31:23Z
356,1,1,2011-04-29T17:29:07Z
1,356,1,2011-04-29T17:29:19Z
372,257,5,2011-04-29T17:33:47Z
41,257,2,2011-04-29T18:27:10Z
372,41,1,2011-04-29T18:27:52Z
41,372,1,2011-04-29T18:30:56Z
293,296,5,2011-04-29T18:59:03Z
202,363,3,2011-04-29T19:11:16Z
363,202,4,2011-04-29T19:22:18Z
257,295,4,2011-04-29T20:23:32Z
41,265,1,2011-04-29T21:34:25Z
265,41,1,2011-04-29T21:36:11Z
7,142,3,2011-04-29T23:03:00Z
149,17,2,2011-04-30T01:25:54Z
17,149,2,2011-04-30T01:27:39Z
17,375,2,2011-04-30T02:04:26Z
17,7,4,2011-04-30T03:52:22Z
29,62,2,2011-04-30T04:26:13Z
62,29,1,2011-04-30T04:27:00Z
33,325,1,2011-04-30T05:42:46Z
325,33,1,2011-04-30T05:43:17Z
339,257,4,2011-04-30T06:49:10Z
202,377,1,2011-04-30T06:53:51Z
377,202,1,2011-04-30T06:59:00Z
33,202,1,2011-04-30T08:00:54Z
202,33,1,2011-04-30T08:01:10Z
41,201,1,2011-04-30T08:45:38Z
374,35,1,2011-04-30T11:31:40Z
257,284,4,2011-04-30T12:23:44Z
366,346,1,2011-04-30T14:29:34Z
346,366,1,2011-04-30T14:50:33Z
366,144,1,2011-04-30T15:03:09Z
215,378,1,2011-04-30T17:54:54Z
378,215,1,2011-04-30T17:55:20Z
322,379,1,2011-04-30T19:32:00Z
379,322,1,2011-04-30T19:33:24Z
372,380,1,2011-04-30T19:55:06Z
380,372,1,2011-04-30T19:55:34Z
6,219,4,2011-04-30T20:12:01Z
219,6,2,2011-04-30T20:12:16Z
219,375,2,2011-04-30T20:18:06Z
273,141,2,2011-04-30T21:26:20Z
285,60,1,2011-04-30T22:55:45Z
60,285,1,2011-04-30T22:58:15Z
360,285,3,2011-04-30T23:58:24Z
309,382,1,2011-05-01T01:37:22Z
382,309,1,2011-05-01T01:38:25Z
248,383,1,2011-05-01T02:24:40Z
383,248,1,2011-05-01T02:25:16Z
178,384,1,2011-05-01T03:25:45Z
384,178,1,2011-05-01T03:27:24Z
372,385,1,2011-05-01T04:27:06Z
385,372,1,2011-05-01T04:27:43Z
134,7,3,2011-05-01T06:23:09Z
386,348,1,2011-05-01T06:34:06Z
348,386,1,2011-05-01T06:34:28Z
353,386,1,2011-05-01T06:40:12Z
386,353,1,2011-05-01T06:40:36Z
386,387,1,2011-05-01T07:10:46Z
387,386,1,2011-05-01T07:14:11Z
383,339,1,2011-05-01T07:27:19Z
339,383,1,2011-05-01T07:27:56Z
148,388,1,2011-05-01T08:48:44Z
380,186,1,2011-05-01T12:20:39Z
186,380,1,2011-05-01T12:38:01Z
346,171,1,2011-05-01T14:57:12Z
143,380,1,2011-05-01T17:20:19Z
380,143,1,2011-05-01T17:20:34Z
134,389,1,2011-05-01T17:57:04Z
389,134,1,2011-05-01T17:57:09Z
134,390,1,2011-05-01T18:17:12Z
390,134,1,2011-05-01T18:17:20Z
390,391,1,2011-05-01T18:17:46Z
391,390,1,2011-05-01T18:19:24Z
257,392,5,2011-05-01T18:23:30Z
4,202,8,2011-05-01T18:39:36Z
4,125,2,2011-05-01T19:17:30Z
125,4,2,2011-05-01T19:18:30Z
330,7,10,2011-05-01T19:38:24Z
143,351,1,2011-05-01T19:39:43Z
351,143,1,2011-05-01T19:39:52Z
393,7,1,2011-05-01T20:13:12Z
393,342,1,2011-05-01T20:13:28Z
342,393,1,2011-05-01T20:16:14Z
7,393,1,2011-05-01T20:16:38Z
342,395,10,2011-05-01T20:18:33Z
266,233,2,2011-05-01T20:53:19Z
77,396,1,2011-05-01T20:57:49Z
396,77,1,2011-05-01T20:58:04Z
357,266,2,2011-05-01T20:59:44Z
249,393,1,2011-05-01T21:06:46Z
357,347,2,2011-05-01T21:15:47Z
393,249,1,2011-05-01T21:21:46Z
257,397,5,2011-05-01T21:23:33Z
77,20,3,2011-05-01T21:26:54Z
77,308,1,2011-05-01T21:29:02Z
7,159,1,2011-05-01T21:47:53Z
156,353,1,2011-05-01T22:09:46Z
353,156,1,2011-05-01T22:10:20Z
346,399,1,2011-05-01T22:12:27Z
4,19,6,2011-05-01T22:14:21Z
399,346,1,2011-05-01T22:15:43Z
347,202,1,2011-05-01T22:16:33Z
257,400,5,2011-05-01T22:23:15Z
400,257,5,2011-05-01T22:56:37Z
57,401,1,2011-05-01T23:13:08Z
401,57,1,2011-05-01T23:13:23Z
401,402,1,2011-05-01T23:13:38Z
171,346,2,2011-05-01T23:24:19Z
402,401,1,2011-05-01T23:24:19Z
393,387,2,2011-05-02T00:08:12Z
387,393,2,2011-05-02T00:09:44Z
393,347,1,2011-05-02T00:26:01Z
347,393,1,2011-05-02T00:26:21Z
80,403,1,2011-05-02T01:04:30Z
403,80,1,2011-05-02T01:09:27Z
288,404,1,2011-05-02T01:16:49Z
404,288,1,2011-05-02T01:18:52Z
215,288,1,2011-05-02T01:30:47Z
288,215,1,2011-05-02T01:30:48Z
401,230,2,2011-05-02T01:35:22Z
230,401,2,2011-05-02T01:39:29Z
347,405,1,2011-05-02T02:14:57Z
405,347,1,2011-05-02T02:15:22Z
345,7,1,2011-05-02T02:35:07Z
7,345,2,2011-05-02T02:36:44Z
235,348,1,2011-05-02T02:59:34Z
348,235,1,2011-05-02T02:59:42Z
235,406,1,2011-05-02T03:41:12Z
406,235,1,2011-05-02T03:41:27Z
64,407,1,2011-05-02T04:25:39Z
393,408,1,2011-05-02T04:35:40Z
408,393,2,2011-05-02T04:36:50Z
4,2,6,2011-05-02T05:18:46Z
155,7,5,2011-05-02T05:40:10Z
7,155,4,2011-05-02T05:42:10Z
198,230,5,2011-05-02T06:07:10Z
